Ticker,DTYYYYMMDD,Date,Open,High,Low,Close,Volume
BTC,20240124,2024-01-24,39877.59375,40483.78515625,39508.796875,40077.07421875,22359526178
BTC,20240125,2024-01-25,40075.55078125,40254.48046875,39545.6640625,39933.80859375,18491782013
BTC,20240126,2024-01-26,39936.81640625,42209.38671875,39825.69140625,41816.87109375,25598119893
BTC,20240127,2024-01-27,41815.625,42195.6328125,41431.28125,42120.0546875,11422941934
BTC,20240128,2024-01-28,42126.125,42797.17578125,41696.91015625,42035.59375,16858971687
BTC,20240129,2024-01-29,42030.9140625,43305.8671875,41818.33203125,43288.24609375,20668476578
BTC,20240130,2024-01-30,43300.2265625,43838.9453125,42711.37109375,42952.609375,23842814518
BTC,20240131,2024-01-31,42946.25,43717.40625,42298.9453125,42582.60546875,24673628793
BTC,20240201,2024-02-01,42569.76171875,43243.16796875,41879.19140625,43075.7734375,21423953779
BTC,20240202,2024-02-02,43077.640625,43422.48828125,42584.3359375,43185.859375,18603843039
BTC,20240203,2024-02-03,43184.96484375,43359.94140625,42890.80859375,42992.25,11169245236
BTC,20240204,2024-02-04,42994.94140625,43097.64453125,42374.83203125,42583.58203125,14802225490
BTC,20240205,2024-02-05,42577.62109375,43494.25,42264.81640625,42658.66796875,18715487317
BTC,20240206,2024-02-06,42657.390625,43344.1484375,42529.01953125,43084.671875,16798476726
BTC,20240207,2024-02-07,43090.01953125,44341.94921875,42775.95703125,44318.22265625,21126587775
BTC,20240208,2024-02-08,44332.125,45575.83984375,44332.125,45301.56640625,26154524080
BTC,20240209,2024-02-09,45297.3828125,48152.49609375,45260.82421875,47147.19921875,39316770844
BTC,20240210,2024-02-10,47153.52734375,48146.171875,46905.3203125,47771.27734375,16398681570
BTC,20240211,2024-02-11,47768.96875,48535.9375,47617.40625,48293.91796875,19315867136
BTC,20240212,2024-02-12,48296.38671875,50280.4765625,47745.76171875,49958.22265625,34511985805
BTC,20240213,2024-02-13,49941.359375,50358.390625,48406.49609375,49742.44140625,35593051468
BTC,20240214,2024-02-14,49733.4453125,52021.37109375,49296.83203125,51826.6953125,39105608050
BTC,20240215,2024-02-15,51836.78515625,52820.06640625,51371.62890625,51938.5546875,38564360533
BTC,20240216,2024-02-16,51937.7265625,52537.96875,51641.3671875,52160.203125,28180567298
BTC,20240217,2024-02-17,52161.67578125,52191.9140625,50669.66796875,51662.99609375,20009091006
BTC,20240218,2024-02-18,51661.96875,52356.96484375,51233.70703125,52122.546875,17595377311
BTC,20240219,2024-02-19,52134.8125,52483.32421875,51711.8203125,51779.14453125,21362184346
BTC,20240220,2024-02-20,51777.7265625,52945.05078125,50792.3125,52284.875,33353758256
BTC,20240221,2024-02-21,52273.53515625,52368.81640625,50671.7578125,51839.1796875,28624907020
BTC,20240222,2024-02-22,51854.64453125,52009.61328125,50926.29296875,51304.97265625,25413900611
BTC,20240223,2024-02-23,51283.90625,51497.93359375,50561.77734375,50731.94921875,21427078270
BTC,20240224,2024-02-24,50736.37109375,51684.1953125,50585.4453125,51571.1015625,15174077879
BTC,20240225,2024-02-25,51565.21484375,51950.02734375,51306.171875,51733.23828125,15413239245
BTC,20240226,2024-02-26,51730.5390625,54938.17578125,50931.03125,54522.40234375,34074411896
BTC,20240227,2024-02-27,54519.36328125,57537.83984375,54484.19921875,57085.37109375,49756832031
BTC,20240228,2024-02-28,57071.09765625,63913.1328125,56738.42578125,62504.7890625,83239156760
BTC,20240229,2024-02-29,62499.18359375,63585.64453125,60498.73046875,61198.3828125,65496611844
BTC,20240301,2024-03-01,61168.0625,63155.1015625,60802.52734375,62440.6328125,40186368423
BTC,20240302,2024-03-02,62431.65234375,62458.69921875,61657.2890625,62029.84765625,23888473685
BTC,20240303,2024-03-03,62031.578125,63230.2109375,61435.0234375,63167.37109375,26253811450
BTC,20240304,2024-03-04,63137.00390625,68537.03125,62386.51953125,68330.4140625,70670471105
BTC,20240305,2024-03-05,68341.0546875,69170.625,59323.91015625,63801.19921875,102802940877
BTC,20240306,2024-03-06,63776.05078125,67637.9296875,62848.671875,66106.8046875,68750229073
BTC,20240307,2024-03-07,66099.7421875,68029.921875,65655.53125,66925.484375,46989543159
BTC,20240308,2024-03-08,66938.09375,70083.0546875,66230.453125,68300.09375,59202881172
BTC,20240309,2024-03-09,68299.2578125,68673.0546875,68053.125,68498.8828125,21609650379
BTC,20240310,2024-03-10,68500.2578125,70005.203125,68239.9765625,69019.7890625,35683977532
BTC,20240311,2024-03-11,69020.546875,72850.7109375,67194.8828125,72123.90625,65716656765
BTC,20240312,2024-03-12,72125.125,72825.65625,68728.8515625,71481.2890625,62554434520
BTC,20240313,2024-03-13,71482.1171875,73637.4765625,71334.09375,73083.5,48212536929
BTC,20240314,2024-03-14,73079.375,73750.0703125,68563.0234375,71396.59375,59594605698
BTC,20240315,2024-03-15,71387.875,72357.1328125,65630.6953125,69403.7734375,78320453976
BTC,20240316,2024-03-16,69392.484375,70046.2734375,64801.39453125,65315.1171875,46842198371
BTC,20240317,2024-03-17,65316.34375,68845.71875,64545.31640625,68390.625,44716864318
BTC,20240318,2024-03-18,68371.3046875,68897.1328125,66594.2265625,67548.59375,49261579492
BTC,20240319,2024-03-19,67556.1328125,68106.9296875,61536.1796875,61912.7734375,74215844794
BTC,20240320,2024-03-20,61930.15625,68115.2578125,60807.78515625,67913.671875,66792634382
BTC,20240321,2024-03-21,67911.5859375,68199.9921875,64580.91796875,65491.390625,44480350565
BTC,20240322,2024-03-22,65489.9296875,66623.75,62355.37109375,63778.76171875,41401116964
BTC,20240323,2024-03-23,63802.72265625,65976.3984375,63038.4921875,64062.203125,24738964812
BTC,20240324,2024-03-24,64070.75390625,67622.7578125,63825.8515625,67234.171875,27206630673
BTC,20240325,2024-03-25,67234.09375,71162.59375,66414.8359375,69958.8125,42700139523
BTC,20240326,2024-03-26,69931.328125,71535.7421875,69335.609375,69987.8359375,36010437368
BTC,20240327,2024-03-27,69991.8984375,71727.6875,68381.9296875,69455.34375,40827113309
BTC,20240328,2024-03-28,69452.7734375,71546.0234375,68895.5078125,70744.953125,34374900617
BTC,20240329,2024-03-29,70744.796875,70913.09375,69076.65625,69892.828125,25230851763
BTC,20240330,2024-03-30,69893.4453125,70355.4921875,69601.0625,69645.3046875,17130241883
BTC,20240331,2024-03-31,69647.78125,71377.78125,69624.8671875,71333.6484375,20050941373
BTC,20240401,2024-04-01,71333.484375,71342.09375,68110.6953125,69702.1484375,34873527352
BTC,20240402,2024-04-02,69705.0234375,69708.3828125,64586.59375,65446.97265625,50705240709
BTC,20240403,2024-04-03,65446.671875,66914.3203125,64559.8984375,65980.8125,34488018367
BTC,20240404,2024-04-04,65975.6953125,69291.2578125,65113.796875,68508.84375,34439527442
BTC,20240405,2024-04-05,68515.7578125,68725.7578125,66011.4765625,67837.640625,33748230056
BTC,20240406,2024-04-06,67840.5703125,69629.6015625,67491.71875,68896.109375,19967785809
BTC,20240407,2024-04-07,68897.109375,70284.4296875,68851.6328125,69362.5546875,21204930369
BTC,20240408,2024-04-08,69362.5546875,72715.359375,69064.2421875,71631.359375,37261432669
BTC,20240409,2024-04-09,71632.5,71742.5078125,68212.921875,69139.015625,36426900409
BTC,20240410,2024-04-10,69140.2421875,71093.4296875,67503.5625,70587.8828125,38318601774
BTC,20240411,2024-04-11,70575.734375,71256.234375,69571.8125,70060.609375,30153382941
BTC,20240412,2024-04-12,70061.3828125,71222.7421875,65254.8359375,67195.8671875,44129299406
BTC,20240413,2024-04-13,67188.375,67931.4296875,60919.10546875,63821.47265625,52869738185
BTC,20240414,2024-04-14,63836.23046875,65824.4296875,62205.8515625,65738.7265625,49084320047
BTC,20240415,2024-04-15,65739.6484375,66878.6484375,62332.0703125,63426.2109375,43595917654
BTC,20240416,2024-04-16,63419.296875,64355.66796875,61716.40234375,63811.86328125,42847528078
BTC,20240417,2024-04-17,63831.84765625,64486.36328125,59768.5859375,61276.69140625,41915247049
BTC,20240418,2024-04-18,61275.31640625,64125.6875,60833.48046875,63512.75390625,36006307335
BTC,20240419,2024-04-19,63510.75,65481.59765625,59651.390625,63843.5703125,49920425401
BTC,20240420,2024-04-20,63851.1015625,65442.45703125,63172.40234375,64994.44140625,23097485495
BTC,20240421,2024-04-21,64992.81640625,65723.2421875,64277.72265625,64926.64453125,20506644853
BTC,20240422,2024-04-22,64935.6328125,67233.9609375,64548.1796875,66837.6796875,28282686673
BTC,20240423,2024-04-23,66839.890625,67199.2421875,65864.8671875,66407.2734375,24310975583
BTC,20240424,2024-04-24,66408.71875,67075.3671875,63589.87109375,64276.8984375,30276655120
BTC,20240425,2024-04-25,64275.01953125,65275.20703125,62783.6328125,64481.70703125,32155786816
BTC,20240426,2024-04-26,64485.37109375,64789.65625,63322.3984375,63755.3203125,24139372950
BTC,20240427,2024-04-27,63750.98828125,63898.36328125,62424.71875,63419.140625,19530783039
BTC,20240428,2024-04-28,63423.515625,64321.484375,62793.59765625,63113.23046875,17334827993
BTC,20240429,2024-04-29,63106.36328125,64174.87890625,61795.45703125,63841.12109375,26635912073
BTC,20240430,2024-04-30,63839.41796875,64703.33203125,59120.06640625,60636.85546875,37840840057
BTC,20240501,2024-05-01,60609.49609375,60780.5,56555.29296875,58254.01171875,48439780271
BTC,20240502,2024-05-02,58253.703125,59602.296875,56937.203125,59123.43359375,32711813559
BTC,20240503,2024-05-03,59122.30078125,63320.50390625,58848.3125,62889.8359375,33172023048
BTC,20240504,2024-05-04,62891.03125,64494.95703125,62599.3515625,63891.47265625,20620477992
BTC,20240505,2024-05-05,63892.453125,64610.890625,62955.3046875,64031.1328125,18296164805
BTC,20240506,2024-05-06,64038.3125,65494.90234375,62746.23828125,63161.94921875,28697928697
BTC,20240507,2024-05-07,63162.76171875,64390.45703125,62285.98046875,62334.81640625,25930730982
BTC,20240508,2024-05-08,62332.640625,62986.0859375,60877.12890625,61187.94140625,26088172222
BTC,20240509,2024-05-09,61191.19921875,63404.9140625,60648.07421875,63049.9609375,25453338161
BTC,20240510,2024-05-10,63055.19140625,63446.7421875,60208.78125,60792.77734375,27804954694
BTC,20240511,2024-05-11,60793.35546875,61451.15234375,60492.625,60793.7109375,13842272968
BTC,20240512,2024-05-12,60793.50390625,61818.15625,60632.6015625,61448.39453125,13800459405
BTC,20240513,2024-05-13,61451.21875,63422.66015625,60769.83984375,62901.44921875,27889181179
BTC,20240514,2024-05-14,62900.7734375,63092.125,61123.765625,61552.7890625,28186271527
BTC,20240515,2024-05-15,61553.98828125,66454.453125,61330.41015625,66267.4921875,39815167074
BTC,20240516,2024-05-16,66256.109375,66712.4296875,64613.0546875,65231.58203125,31573077994
BTC,20240517,2024-05-17,65231.296875,67459.4609375,65119.31640625,67051.875,28031279310
BTC,20240518,2024-05-18,67066.2109375,67387.328125,66663.5,66940.8046875,16712277406
BTC,20240519,2024-05-19,66937.9296875,67694.296875,65937.1796875,66278.3671875,19249094538
BTC,20240520,2024-05-20,66278.7421875,71483.5625,66086.171875,71448.1953125,43850655717
BTC,20240521,2024-05-21,71443.0625,71946.4609375,69191.125,70136.53125,46932005990
BTC,20240522,2024-05-22,70135.3203125,70623.6953125,68977.6953125,69122.3359375,32802561717
BTC,20240523,2024-05-23,69121.3046875,70041.2734375,66356.953125,67929.5625,41895680979
BTC,20240524,2024-05-24,67928.1328125,69220.296875,66622.671875,68526.1015625,29197308153
BTC,20240525,2024-05-25,68526.921875,69579.3203125,68515.8203125,69265.9453125,15473071741
BTC,20240526,2024-05-26,69264.2890625,69506.2265625,68183.890625,68518.09375,15628433737
BTC,20240527,2024-05-27,68512.1796875,70597.8828125,68232.5,69394.5546875,25870990717
BTC,20240528,2024-05-28,69392.1953125,69514.640625,67227.15625,68296.21875,32722265965
BTC,20240529,2024-05-29,68296.3515625,68852.4609375,67101.4921875,67578.09375,26707072906
BTC,20240530,2024-05-30,67576.0859375,69500.5390625,67118.078125,68364.9921875,29509712534
BTC,20240531,2024-05-31,68362.515625,68999.5625,66633.421875,67491.4140625,27387283769
BTC,20240601,2024-06-01,67489.609375,67839.765625,67386.1953125,67706.9375,11641495604
BTC,20240602,2024-06-02,67710.2734375,68409.1640625,67315.5234375,67751.6015625,17110588415
BTC,20240603,2024-06-03,67753.8984375,70230.8203125,67589.8359375,68804.78125,32401285324
BTC,20240604,2024-06-04,68804.5703125,71047.40625,68564.640625,70567.765625,33149696545
BTC,20240605,2024-06-05,70568.3515625,71735.4140625,70390.7109375,71082.8203125,32810771409
BTC,20240606,2024-06-06,71082.84375,71625.734375,70119.125,70757.1640625,25223152007
BTC,20240607,2024-06-07,70759.1875,71907.8515625,68507.2578125,69342.5859375,36188381096
BTC,20240608,2024-06-08,69324.1796875,69533.3203125,69210.7421875,69305.7734375,14262185861
BTC,20240609,2024-06-09,69297.4921875,69817.5234375,69160.84375,69647.9921875,13534028500
BTC,20240610,2024-06-10,69644.3125,70146.0703125,69232.421875,69512.28125,20597699541
BTC,20240611,2024-06-11,69508.078125,69549.4140625,66123.6015625,67332.03125,37116136345
BTC,20240612,2024-06-12,67321.375,69977.890625,66902.453125,68241.1875,34497940694
BTC,20240613,2024-06-13,68243.1015625,68365.78125,66304.5625,66756.3984375,28955204146
BTC,20240614,2024-06-14,66747.5703125,67294.6484375,65056.89453125,66011.09375,27403884779
BTC,20240615,2024-06-15,66006.7421875,66402.1875,65871.7734375,66191.0,14121265576
BTC,20240616,2024-06-16,66189.359375,66894.84375,66018.25,66639.046875,13281140541
BTC,20240617,2024-06-17,66636.515625,67188.3203125,65094.96484375,66490.296875,30006354476
BTC,20240618,2024-06-18,66490.9765625,66556.703125,64066.95703125,65140.74609375,39481285950
BTC,20240619,2024-06-19,65146.66015625,65695.3515625,64693.30078125,64960.296875,21103423504
BTC,20240620,2024-06-20,64960.296875,66438.9609375,64547.84765625,64828.65625,25641109124
BTC,20240621,2024-06-21,64837.98828125,65007.546875,63378.89453125,64096.19921875,26188171739
BTC,20240622,2024-06-22,64113.86328125,64475.46875,63929.7578125,64252.578125,9858198793
BTC,20240623,2024-06-23,64248.96484375,64491.703125,63180.796875,63180.796875,11170471802
BTC,20240624,2024-06-24,63173.3515625,63292.52734375,58601.69921875,60277.4140625,43152133651
BTC,20240625,2024-06-25,60266.28125,62258.26171875,60239.75,61804.640625,29201215431
BTC,20240626,2024-06-26,61789.67578125,62434.13671875,60695.1875,60811.27734375,22506003064
BTC,20240627,2024-06-27,60811.2265625,62293.86328125,60585.33203125,61604.80078125,21231745045
BTC,20240628,2024-06-28,61612.8046875,62126.09765625,59985.40234375,60320.13671875,24952866877
BTC,20240629,2024-06-29,60319.875,61097.62109375,60300.96484375,60887.37890625,12652903396
BTC,20240630,2024-06-30,60888.4453125,62892.828125,60632.94921875,62678.29296875,17333226409
BTC,20240701,2024-07-01,62673.60546875,63777.2265625,62495.51171875,62851.98046875,25468379421
BTC,20240702,2024-07-02,62844.41015625,63203.359375,61752.74609375,62029.015625,20151616992
BTC,20240703,2024-07-03,62034.33203125,62187.703125,59419.38671875,60173.921875,29756701685
BTC,20240704,2024-07-04,60147.13671875,60399.67578125,56777.8046875,56977.703125,41149609230
BTC,20240705,2024-07-05,57022.80859375,57497.15234375,53717.375,56662.375,55417544033
BTC,20240706,2024-07-06,56659.07421875,58472.546875,56038.9609375,58303.5390625,20610320577
BTC,20240707,2024-07-07,58239.4296875,58371.12109375,55793.32421875,55849.109375,20553359505
BTC,20240708,2024-07-08,55849.57421875,58131.3359375,54321.01953125,56705.09765625,39766159899
BTC,20240709,2024-07-09,56704.59765625,58239.1953125,56316.875,58009.2265625,27849512607
BTC,20240710,2024-07-10,58033.8828125,59359.43359375,57178.4140625,57742.49609375,26175260526
BTC,20240711,2024-07-11,57729.890625,59299.43359375,57120.37890625,57344.9140625,28707803842
BTC,20240712,2024-07-12,57341.1953125,58532.5546875,56590.17578125,57899.46484375,25604805221
BTC,20240713,2024-07-13,57908.73828125,59787.078125,57796.44140625,59231.953125,17080061806
BTC,20240714,2024-07-14,59225.25,61329.52734375,59225.25,60787.79296875,22223416061
BTC,20240715,2024-07-15,60815.45703125,64870.15234375,60704.9296875,64870.15234375,38094526099
BTC,20240716,2024-07-16,64784.41796875,65354.33984375,62487.96875,65097.1484375,41617346768
BTC,20240717,2024-07-17,65091.83203125,66066.734375,63896.0859375,64118.79296875,32525071311
BTC,20240718,2024-07-18,64104.73828125,65104.66015625,63246.1640625,63974.06640625,27239305337
BTC,20240719,2024-07-19,63972.32421875,67442.640625,63329.34375,66710.15625,37003855410
BTC,20240720,2024-07-20,66709.921875,67610.734375,66299.6171875,67163.6484375,19029581250
BTC,20240721,2024-07-21,67164.9140625,68372.90625,65842.296875,68154.5234375,26652190004
BTC,20240722,2024-07-22,68152.9765625,68480.0625,66611.296875,67585.25,42649109453
BTC,20240723,2024-07-23,67584.8046875,67779.015625,65484.4609375,65927.671875,35605668666
BTC,20240724,2024-07-24,65927.859375,67113.984375,65146.99609375,65372.1328125,27470942309
BTC,20240725,2024-07-25,65375.875,66112.421875,63473.47265625,65777.2265625,38315761670
BTC,20240726,2024-07-26,65771.8125,68207.6015625,65743.765625,67912.0625,30488630457
BTC,20240727,2024-07-27,67911.8125,69398.5078125,66705.21875,67813.3359375,34691905492
BTC,20240728,2024-07-28,67808.65625,68301.8515625,67085.828125,68255.8671875,18043166945
BTC,20240729,2024-07-29,68259.0546875,69987.5390625,66532.59375,66819.9140625,40780682628
BTC,20240730,2024-07-30,66819.0546875,66987.671875,65323.19140625,66201.015625,31380492109
BTC,20240731,2024-07-31,66201.2734375,66810.2109375,64532.046875,64619.25,31292785994
BTC,20240801,2024-08-01,64625.83984375,65593.2421875,62248.94140625,65357.5,40975554494
BTC,20240802,2024-08-02,65353.5,65523.22265625,61184.89453125,61415.06640625,43060875727
BTC,20240803,2024-08-03,61414.80859375,62148.37109375,59836.52734375,60680.09375,31753030589
BTC,20240804,2024-08-04,60676.09375,61062.98828125,57210.8046875,58116.9765625,31758917219
BTC,20240805,2024-08-05,58110.296875,58268.828125,49121.23828125,53991.45703125,108991085584
BTC,20240806,2024-08-06,53991.34765625,57059.91796875,53973.2734375,56034.31640625,49300484106
BTC,20240807,2024-08-07,56040.6328125,57726.8828125,54620.5078125,55027.4609375,41637562185
BTC,20240808,2024-08-08,55030.02734375,62673.765625,54766.7265625,61710.13671875,45298472567
BTC,20240809,2024-08-09,61728.20703125,61751.86328125,59587.859375,60880.11328125,33425553115
BTC,20240810,2024-08-10,60881.23046875,61464.51171875,60287.56640625,60945.8125,15745822278
BTC,20240811,2024-08-11,60944.890625,61778.66015625,58348.82421875,58719.484375,22759754812
BTC,20240812,2024-08-12,58719.39453125,60680.33203125,57688.8984375,59354.515625,37078637820
BTC,20240813,2024-08-13,59356.20703125,61572.3984375,58506.25390625,60609.56640625,30327698167
BTC,20240814,2024-08-14,60611.05078125,61687.7578125,58472.875,58737.26953125,29961696180
BTC,20240815,2024-08-15,58733.26171875,59838.6484375,56161.59375,57560.09765625,35682112440
BTC,20240816,2024-08-16,57560.2734375,59847.359375,57110.01953125,58894.10546875,29350938673
BTC,20240817,2024-08-17,58893.53125,59694.66796875,58814.83203125,59478.97265625,13589684021
BTC,20240818,2024-08-18,59468.1328125,60262.71875,58445.40234375,58483.96484375,17740625837
BTC,20240819,2024-08-19,58480.7109375,59612.66015625,57864.7109375,59493.453125,25911207712
BTC,20240820,2024-08-20,59493.453125,61396.328125,58610.8828125,59012.79296875,31613400008
BTC,20240821,2024-08-21,59014.98828125,61834.3515625,58823.4453125,61175.19140625,32731154072
BTC,20240822,2024-08-22,61168.31640625,61408.109375,59815.25390625,60381.9140625,27625734377
BTC,20240823,2024-08-23,60380.953125,64947.0625,60372.05078125,64094.35546875,42530509233
BTC,20240824,2024-08-24,64103.87109375,64513.7890625,63619.91796875,64178.9921875,21430585163
BTC,20240825,2024-08-25,64176.3671875,64996.421875,63833.51953125,64333.54296875,18827683555
BTC,20240826,2024-08-26,64342.2265625,64489.70703125,62849.55859375,62880.66015625,27682040631
BTC,20240827,2024-08-27,62879.70703125,63210.796875,58116.75,59504.1328125,39103882198
BTC,20240828,2024-08-28,59507.92578125,60236.44921875,57890.67578125,59027.625,40289564698
BTC,20240829,2024-08-29,59027.46875,61184.08203125,58786.2265625,59388.1796875,32224990582
BTC,20240830,2024-08-30,59388.6015625,59896.88671875,57768.53125,59119.4765625,32292756405
BTC,20240831,2024-08-31,59117.48046875,59432.59375,58768.78515625,58969.8984375,12403470760
BTC,20240901,2024-09-01,58969.80078125,59062.0703125,57217.82421875,57325.48828125,24592449997
BTC,20240902,2024-09-02,57326.96875,59403.0703125,57136.02734375,59112.48046875,27036454524
BTC,20240903,2024-09-03,59106.19140625,59815.05859375,57425.16796875,57431.0234375,26666961053
BTC,20240904,2024-09-04,57430.34765625,58511.5703125,55673.1640625,57971.5390625,35627680312
BTC,20240905,2024-09-05,57971.703125,58300.58203125,55712.453125,56160.48828125,31030280656
BTC,20240906,2024-09-06,56160.19140625,56976.109375,52598.69921875,53948.75390625,49361693566
BTC,20240907,2024-09-07,53949.0859375,54838.14453125,53740.0703125,54139.6875,19061486526
BTC,20240908,2024-09-08,54147.93359375,55300.859375,53653.7578125,54841.56640625,18268287531
BTC,20240909,2024-09-09,54851.88671875,58041.125,54598.43359375,57019.53515625,34618096173
BTC,20240910,2024-09-10,57020.09765625,58029.9765625,56419.4140625,57648.7109375,28857630507
BTC,20240911,2024-09-11,57650.2890625,57991.3203125,55567.33984375,57343.171875,37049062672
BTC,20240912,2024-09-12,57343.171875,58534.359375,57330.1015625,58127.01171875,33835707949
BTC,20240913,2024-09-13,58130.32421875,60648.0234375,57650.11328125,60571.30078125,32490528356
BTC,20240914,2024-09-14,60569.1171875,60656.72265625,59517.8828125,60005.12109375,16428405496
BTC,20240915,2024-09-15,60000.7265625,60381.91796875,58696.30859375,59182.8359375,18120960867
BTC,20240916,2024-09-16,59185.2265625,59205.51171875,57501.33984375,58192.5078125,32032822113
BTC,20240917,2024-09-17,58192.5078125,61316.08984375,57628.0703125,60308.5390625,38075570118
BTC,20240918,2024-09-18,60309.0,61664.06640625,59218.25390625,61649.6796875,40990702891
BTC,20240919,2024-09-19,61651.15625,63872.44140625,61609.8671875,62940.45703125,42710252573
